name,version,description,lastPublished,fileCount,unpackedSize,dependenciesCount,devDependenciesCount,keywords,homepage,repositoryUrl,license,status,isFavorite,codeFileCount,docFileCount,totalLinesOfCode,entrypoints,hasTypes,techStack,id
"@supunlakmal/hooks","1.3.1","A collection of reusable React hooks","2025-11-08T06:34:34.670Z",539,891403,0,9,"react;react hooks;custom hooks;react utilities;react state management;typescript;frontend;web development;javascript;es6;npm package;open source;ui components;user interface;performance optimization;accessibility;developer tools;software development;web apps;single page application;spa;reactjs;react development;component library;react toolkit;react component;react patterns;hooks library;hooks collection;functional programming;state hooks;effect hooks;react context;react router;react performance;react optimization;react form;form validation;responsive design;mobile friendly;cross platform;progressive web app;pwa;frontend development;modern javascript;babel;webpack;esnext;nodejs;npm;yarn;monorepo;code quality;linting;testing;jest;react testing library;continuous integration;ci cd;devops;typescript hooks;react typescript;react 18;concurrent mode;suspense;react suspense;hooks best practices;react best practices;react community;frontend tools;web performance;react animation;drag and drop;accessibility hooks;keyboard navigation;seo friendly;code reuse;modular code;clean code;react state;immutable state;react lifecycle;react hooks tutorial;react hooks examples;react hooks library;hooks;utility hooks;state management;performance;useToggle;useDebounce;useFetch;useAsync;useLocalStorage;useSessionStorage;useClickOutside;useEventListener;useWindowSize;useForm;useValidation;useInterval;useTimeout;usePrevious;useIntersectionObserver;useVirtualList;usePagination;useDarkMode;useClipboard;useWebSocket;useScroll;useAnimation;useDrag;useDraggable;useFocusTrap;useMediaQuery;browser api;useAnimation;useAsyncAbortable;useBreakpoint;useBroadcastChannel;useCachedFetch;useClipboard;useContextMenu;useCopyToClipboard;useControlledRerenderState;useCountdown;useCounter;useConditionalEffect;useDarkMode;useDebouncedState;useDebouncedFetch;useDebouncedGeolocation;useDebouncedMediaQuery;useDeepCompareEffect;useDebouncedCallback;useDebouncedEffect;useDerivedState;useDefault;useDocumentTitle;useDeviceMotion;useLocationBasedFetch;useDeviceOrientation;useEyeDropper;useFavicon;useGeolocationContinuous;useErrorBoundary;useMobile;useNewFullscreen;useElementSize;useFirstMountState;useFiniteStateMachine;useFormValidation;useFullscreen;useGeolocation;useHover;useFunctionalState;useHookableRef;useIsMounted;useIsomorphicLayoutEffect;useLifecycleLogger;useList;useLocalStorageValue;useLocalStorageQueue;useMediaStream;useMeasure;useMediatedState;useCustomCompareEffect;useCustomCompareMemo;usePreviousDifferent;usePersistentToggle;useInfiniteScroll;useIsFirstRender;useKeyCombo;useKeyPress;useLogger","https://github.com/supunlakmal/hooks","https://github.com/supunlakmal/hooks","ISC","enriched",1,359,1,18945,"{""main"":""dist/index.js"",""types"":""dist/types/index.d.ts""}",true,"TypeScript;React;Next.js","c36fa1ad-ce3f-49a3-94c9-107309172a0c"
"@sylphx/flow","2.3.1","One CLI to rule them all. Unified orchestration layer for Claude Code, OpenCode, Cursor and all AI development tools. Auto-detection, auto-installation, auto-upgrade.","2025-12-02T19:33:26.868Z",139,780991,10,2,"ai;automation;workflow;claude-code;opencode;cursor;cli;orchestration;unified;meta-layer;developer-tools;auto-install;auto-upgrade","https://github.com/sylphxltd/flow#readme","https://github.com/sylphxltd/flow","MIT","enriched",1,108,29,19541,"{""exports"":""{\"".\"":{\""import\"":\""./src/index.ts\"",\""types\"":\""./src/index.ts\""}}""}",false,"TypeScript","bc310785-8486-45d5-944f-6b7c45410e3a"
"@tars-agent/core","0.0.3","Agent TARS core.","2025-10-28T06:47:36.708Z",151,40149773,4,14,"","","","N/A","enriched",1,74,6,543128,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","fc0f9551-5a1a-4062-979e-2280d1e1b58b"
"@techdebtgpt/archdoc-generator","0.3.36","AI-powered architecture documentation generator with RAG, hybrid retrieval (semantic + structural), and multi-agent workflows using LangChain","2025-12-02T15:09:51.057Z",276,1442512,19,13,"documentation;documentation-generator;architecture;architecture-documentation;langchain;ai;llm;claude;gpt-4;gemini;code-analysis;agentic;multi-agent;multi-language;language-agnostic;rag;vector-search;semantic-search;embeddings;hybrid-retrieval;dependency-graph;tfidf;typescript;javascript;python;java;go;rust;technical-documentation;automated-documentation;code-documentation;developer-tools;ci-cd;devops","https://techdebtgpt.com","https://github.com/techdebtgpt/architecture-doc-generator","Apache-2.0","enriched",1,138,1,26644,"{""main"":""dist/src/index.js"",""types"":""dist/src/index.d.ts""}",true,"TypeScript","3bb87dc4-61b8-4f4e-b6ae-57a6eb77c5ba"
"@techdebtgpt/codewave","0.1.7","CodeWave - AI-Powered Commit Intelligence. Multi-agent system for comprehensive code quality evaluation using 7-pillar methodology.","2025-11-27T12:41:00.378Z",230,1958827,16,9,"@techdebtgpt/codewave;codewave;commit-intelligence;ai-code-review;multi-agent;code-quality;commit-evaluation;7-pillar-methodology;langchain;langgraph;ai-agents;git-analysis;technical-debt;code-metrics;code-review-automation;html-reports;typescript;claude;openai;gemini","https://github.com/techdebtgpt/codewave#readme","https://github.com/techdebtgpt/codewave","Apache-2.0","enriched",1,143,15,42092,"{""main"":""./dist/cli/index.js"",""types"":""./dist/src/index.d.ts""}",true,"TypeScript","4f2f6cd5-9ca4-481e-9e22-21c9befd5e2e"
"@tencent-ai/agent-sdk","0.0.33","Tencent AI Agent SDK","2025-09-30T16:03:38.243Z",316,6168704,2,0,"agent-sdk","","","MIT","enriched",1,159,1,201690,"{""main"":""./dist/agent-sdk.js"",""types"":""lib/common/index.d.ts""}",true,"TypeScript","f9e97761-dfa9-4314-b491-a73dc1384c0a"
"@tencent-ai/codebuddy-code","2.14.1","Use CodeBuddy, Tencent's AI assistant, right from your terminal. CodeBuddy can understand your codebase, edit files, run terminal commands, and handle entire workflows for you.","2025-12-07T04:06:49.214Z",23,67655327,0,0,"codebuddy;ai-assistant;terminal;cli","https://cnb.cool/codebuddy/codebuddy-code","","SEE LICENSE IN README.md","enriched",1,8,3,392938,"{""main"":""lib/node/index.js"",""types"":""lib/node/index.d.ts""}",true,"","a6086c40-21a1-4840-871e-92910b833e1b"
"@testdriver.ai/cli","1.0.5","TestDriver CLI","2025-10-21T20:19:51.763Z",64,64784,31,4,"","","","N/A","enriched",1,43,0,1967,"{""module"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.js\""},\""./playwright\"":{\""types\"":\""./dist/playwright/index.d.ts\"",\""import\"":\""./dist/playwright/index.js\""},\""./sdk\"":{\""types\"":\""./dist/lib/sdk.d.ts\"",\""import\"":\""./dist/lib/sdk.js\""},\""./vite\"":{\""types\"":\""./dist/vite.d.ts\"",\""import\"":\""./dist/vite.js\""},\""./vitest\"":{\""types\"":\""./dist/vitest/index.d.ts\"",\""import\"":\""./dist/vitest/index.js\""},\""./vitest/config\"":{\""types\"":\""./dist/vitest/config.d.ts\"",\""import\"":\""./dist/vitest/config.js\""},\""./vitest/environment\"":{\""types\"":\""./dist/vitest/environment.d.ts\"",\""import\"":\""./dist/vitest/environment.js\""}}""}",true,"TypeScript","d123875b-4a8f-430d-8853-eff4b16a2e43"
"@testdriver.ai/playwright","1.0.5","TestDriver Playwright integration","2025-10-21T20:19:50.544Z",14,38681,3,2,"ai;testdriver;playwright","","","N/A","enriched",1,10,1,1215,"{""module"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""default\"":\""./dist/index.js\"",\""import\"":\""./dist/index.js\"",\""types\"":\""./dist/index.d.ts\""}}""}",true,"TypeScript","b0da8f25-edd3-4abf-893d-9b3de04ac002"
"@thearchitech.xyz/marketplace","0.9.4","The Architech Marketplace - Adapters, Connectors, Capabilities, and Features","2025-11-21T22:12:23.701Z",433,1179510,4,8,"architech;marketplace;adapters;connectors;capabilities;features;blueprints","https://thearchitech.xyz","https://github.com/thearchitech-xyz/marketplace","AGPL-3.0-or-later","enriched",1,431,1,39194,"{""main"":""index.js"",""types"":""./index.d.ts"",""exports"":""{\"".\"":\""./index.js\"",\""./types\"":\""./dist/types/index.js\"",\""./adapters/*\"":\""./adapters/*/adapter.json\"",\""./connectors/*\"":\""./connectors/*/connector.json\"",\""./capabilities/*\"":\""./capabilities/*/capability.json\"",\""./features/*\"":\""./features/*/feature.json\"",\""./genomes/*\"":\""./genomes/*.genome.ts\"",\""./genomes\"":\""./genomes/manifest.json\"",\""./manifest\"":\""./manifest.json\"",\""./adapter\"":\""./adapter/index.js\""}""}",true,"TypeScript","af9087ab-fa04-4774-856f-4342961fa248"
"@ton-ai-core/vibecode-linter","1.0.6","Advanced TypeScript linter with Git integration, dependency analysis, and comprehensive error reporting","2025-11-06T10:07:33.698Z",227,694033,7,47,"linter;typescript;eslint;biome;git-integration;code-quality;static-analysis;dependency-analysis;commit-history","https://github.com/ton-ai-core/vibecode-linter#readme","https://github.com/ton-ai-core/vibecode-linter","MIT","enriched",1,113,1,12119,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.js\""}}""}",true,"TypeScript","969fc73a-a76a-413e-a1f0-10ee8ad9f0f4"
"@toolsdk.ai/registry","1.0.138","An Open, Structured, and Standard Registry for MCP Servers and Packages.","2025-12-05T12:00:17.300Z",4467,4745419,601,13,"mcp;model-context-protocol;mcp-server;mcp-registry;ai;llm;ai-agent;agent;ai-tools;claude;anthropic;chatbot;automation;registry;package-registry;self-hosted;private-registry;docker;typescript;nodejs;plugin;integration;sdk;openapi;rest-api;sandbox;remote-execution;search;developer-tools","https://toolsdk.ai/","https://github.com/toolsdk-ai/awesome-mcp-registry","MIT","enriched",1,4435,31,150938,"{""types"":""./dist/types.d.ts"",""exports"":""{\""./config/*\"":\""./config/*\"",\""./indexes/*\"":\""./indexes/*\"",\""./packages/*\"":\""./packages/*\"",\""./*\"":\""./dist/*.js\"",\""./types\"":\""./dist/types.d.ts\""}""}",true,"TypeScript","26ba4549-822c-48b1-aafd-06bc0b5b07e2"
"@tylerbu/sail","0.2.2","Build orchestration CLI tool","2025-11-20T00:25:19.710Z",403,1664984,40,21,"oclif;build;monorepo","https://github.com/tylerbutler/tools-monorepo/tree/main/packages/sail#tylerbusail","https://github.com/tylerbutler/tools-monorepo","MIT","enriched",1,201,3,21894,"{""types"":""esm/index.d.ts"",""exports"":""{\"".\"":{\""import\"":{\""types\"":\""./esm/index.d.ts\"",\""default\"":\""./esm/index.js\""}}}""}",true,"TypeScript","9b4008be-a21a-48aa-aa26-bdbb242a2e5e"
"@versatil/claude-opera","6.4.0","🎭 Claude Opera by VERSATIL v6.4.0 - Production-ready OPERA orchestration with 17 agents (7 core + 10 language-specific sub-agents), automatic roadmap generation, 11-MCP ecosystem, RAG memory achieving 98%+ context retention, proactive daemon with file-ba","2025-10-13T15:01:24.907Z",1343,16978785,28,19,"claude-opera;opera-methodology;anthropic-mcp;claude-agents;ai-native-sdlc;mcp-servers;zero-context-loss;rag-memory;proactive-agents;cursor-integration;claude-desktop;sdlc-automation;quality-assurance;maria-qa;james-frontend;marcus-backend;sarah-pm;alex-ba;dr-ai-ml;playwright-mcp;github-mcp;vertex-ai-mcp;supabase-mcp;autonomous-execution;enterprise-ready;typescript;nodejs;testing-automation;security-scanning;performance-monitoring;open-source","https://github.com/Nissimmiracles/versatil-sdlc-framework#readme","https://github.com/Nissimmiracles/versatil-sdlc-framework","MIT","enriched",1,910,125,387848,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript;React;Express","72a000e0-1324-43e0-86e6-52c368b6c550"
"@vezlo/src-to-kb","1.4.0","Convert source code repositories into searchable knowledge bases with MCP support for Claude and Cursor","2025-11-10T14:49:50.880Z",16,179313,13,0,"knowledge-base;source-code;code-analysis;embeddings;chunking;documentation;mcp;model-context-protocol;claude;claude-code;cursor;ai-tools;rag;code-search;codebase-analysis","https://github.com/vezlo/src-to-kb#readme","https://github.com/vezlo/src-to-kb","AGPL-3.0","enriched",1,11,4,4564,"{""main"":""kb-generator.js""}",false,"Express","a6f66910-fdc2-4103-9fda-c5b7870f96bd"
"@vibe-kit/dashboard","0.0.11","Analytics dashboard for VibeKit CLI middleware","2025-08-14T07:08:32.444Z",2125,259828690,17,28,"vibekit;dashboard;analytics;cli;nextjs","https://github.com/superagent-ai/vibekit#readme","https://github.com/superagent-ai/vibekit","MIT","enriched",1,0,0,0,"{""main"":""index.js""}",false,"React;Tailwind;TypeScript;Next.js","1d5533ab-fe2b-44b5-8623-f17a32cd644b"
"@waldzellai/exa-mcp-docs","2.0.1","Exa API Documentation MCP Server - Comprehensive offline-first access to Exa.ai documentation","2025-08-01T20:22:13.874Z",179,2343138,5,9,"exa;mcp;documentation;api;search;ai;assistant","https://github.com/glassBead-tc/exa-documentation-server#readme","https://github.com/glassBead-tc/exa-documentation-server","MIT","enriched",1,40,131,19816,"{""main"":""dist/index.mjs"",""module"":""./src/index.ts""}",false,"TypeScript;React","eaeeb97c-2613-4aec-b3b1-84ed4e98fb34"
"@walidboulanouar/ay-claude-cli","1.0.0","Official CLI for AY Claude Platform - Discover, install, and manage Claude Skills, Agents, Commands, Hooks, Plugins, MCPs, and Settings","2025-11-08T21:44:02.800Z",155,382521,14,8,"claude;ai;cli;skills;mcp;anthropic;claude-code;package-manager;extensions;marketplace","https://github.com/walidboulanouar/ay-claude-templates#readme","https://github.com/walidboulanouar/ay-claude-templates","MIT","enriched",1,77,1,6450,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","e9974ba2-6796-4bbc-9afd-0662362a5259"
"@webneat/codewiki","0.0.3","Core library for parsing, analyzing, and documenting TypeScript codebases","2025-11-17T22:34:33.707Z",22,2269939,9,5,"typescript;ast;parser;documentation;codebase-analysis;dependency-graph","https://github.com/webNeat/aidev#readme","https://github.com/webNeat/aidev","MIT","enriched",1,10,1,26678,"{""main"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""import\"":\""./dist/index.js\"",\""require\"":\""./dist/index.cjs\""},\""./cli\"":{\""import\"":\""./dist/cli.js\"",\""require\"":\""./dist/cli.cjs\""}}""}",true,"TypeScript","eeb469b0-c8b6-45c7-9aea-76e18e748dfa"
"@wll8/mini-code-cli","1.0.28","mcc 客户端","2025-12-02T05:32:00.436Z",19,7207680,4,0,"claude;ai;launcher;cli","","","MIT","enriched",1,11,2,203881,"{""main"":""index.js""}",false,"","ec0eb3a1-186e-49bc-b5a7-e904df779776"
"@workflow/typescript-plugin","4.0.1-beta.4","TypeScript Language Service Plugin for Workflow DevKit","2025-11-04T08:40:54.259Z",27,87094,0,6,"typescript;language-service-plugin;workflow;vercel","https://github.com/vercel/workflow#readme","https://github.com/vercel/workflow","Apache-2.0","enriched",1,13,2,1472,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","2282cca8-163c-4a1f-8fff-6f6df80746d3"
"@workos-inc/node","7.77.0","A Node wrapper for the WorkOS API","2025-12-07T01:54:34.284Z",702,959204,4,12,"workos","https://github.com/workos-inc/workos-node","https://github.com/workos-inc/workos-node","MIT","enriched",1,700,1,31911,"{""types"":""lib/index.d.ts"",""exports"":""{\""types\"":\""./lib/index.d.ts\"",\""workerd\"":{\""import\"":\""./lib/index.worker.js\"",\""default\"":\""./lib/index.worker.js\""},\""edge-light\"":{\""import\"":\""./lib/index.worker.js\"",\""default\"":\""./lib/index.worker.js\""},\""convex\"":{\""import\"":\""./lib/index.worker.js\"",\""default\"":\""./lib/index.worker.js\""},\""default\"":{\""import\"":\""./lib/index.js\"",\""default\"":\""./lib/index.js\""}}""}",true,"TypeScript","440ccbf2-e592-410a-9945-08c5afbf7c62"
"@wrtnlabs/web-content-extractor","3.2.4","library for extracting content from HTML strings","2025-03-27T04:51:46.004Z",9,67842,3,4,"web","https://github.com/wrtnlabs/web-content-extractor#readme","https://github.com/wrtnlabs/web-content-extractor","MIT","enriched",1,4,1,758,"{""main"":""./dist/lib.cjs"",""module"":""./dist/lib.js"",""types"":""./dist/lib.d.ts""}",true,"TypeScript","f1eb485d-cf6e-40ba-b3f9-4205400b7a7c"
"@xi0yu/jebmcp","2.0.2","MCP (Model Context Protocol) proxy for JEB reverse engineering platform - enables AI assistants to interact with JEB through standardized protocol","2025-12-02T07:14:08.914Z",5,27193,1,0,"mcp;model-context-protocol;jeb;reverse-engineering;ai-assistant;claude;anthropic;proxy;python;fastmcp","https://github.com/xi0yu/jebmcp#readme","https://github.com/xi0yu/jebmcp","Apache-2.0","enriched",1,3,2,771,"{""main"":""bin/index.js""}",false,"","af84fea7-5764-4763-b64f-d3a6e1674acf"
"@yqg/analyzer-mcp-sse","1.0.0-beta.5","静态分析工具库使用次数的脚本","2025-10-29T11:37:40.059Z",8,22245,7,5,"","","","N/A","enriched",1,7,1,479,"{}",false,"TypeScript;Express","ed9d2853-6c83-4be6-9bd2-98342dbd12f1"
"@zabaca/codegraph","0.2.1","TypeScript dependency graph analyzer for visualizing code relationships and analyzing impact of changes","2025-11-20T00:31:36.418Z",3,66249,5,1,"typescript;dependency-graph;code-analysis;ast;impact-analysis;cli;developer-tools;static-analysis","","https://github.com/Zabaca/codegraph","MIT","enriched",1,2,1,2079,"{}",false,"","830bd924-3d67-47c5-96d1-d28540a88223"
"adaptive-parallel-reasoning-mcp","5.0.0","Model Context Protocol server for adaptive parallel reasoning - intelligently decomposes complex problems into parallel analytical workstreams","2025-11-17T03:44:37.500Z",6,47354,3,11,"mcp;model-context-protocol;ai;parallel-reasoning;problem-solving;orchestration","https://github.com/JayaBigDataIsCool/adaptive-parallel-reasoning-mcp#readme","https://github.com/JayaBigDataIsCool/adaptive-parallel-reasoning-mcp","MIT","enriched",1,5,1,1353,"{""main"":""dist/index.js""}",false,"TypeScript","8d67d076-1b8d-4b33-958d-e36af66c190a"
"aframe-babia-components","1.3.4","A data visualization set of components for A-Frame.","2025-08-24T10:29:39.387Z",728,300768165,3,19,"aframe;aframe-component;aframe-vr;vr;webvr;babia","https://babiaxr.gitlab.io/","https://gitlab.com/babiaxr/aframe-babia-components","GPL-3.0","enriched",1,0,0,0,"{""main"":""index.js""}",false,"Three.js","b5e65295-f6b2-4404-ba69-30fc827356d8"
"agent","0.2.1","client-side request module","2022-01-27T08:23:30.885Z",0,0,2,4,"","","","N/A","enriched",1,4,2,948,"{""main"":""./index.js""}",false,"Express","b23f8f53-6067-47c3-ba0d-2bde5d3b9243"
"agent-booster","0.2.2","Ultra-fast code editing engine - 52x faster than Morph LLM at $0 cost","2025-10-08T05:03:31.153Z",22,1394687,1,4,"code-editing;ast;morph;refactoring;wasm;rust;performance","https://ruv.io","https://github.com/ruvnet/agentic-flow","MIT OR Apache-2.0","enriched",1,12,3,2394,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript;Express","6b45b946-20db-4e8b-85f4-95a4ff381707"
"agentdb","1.6.1","AgentDB - Frontier Memory Features with MCP Integration and Direct Vector Search: Causal reasoning, reflexion memory, skill library, automated learning, and raw vector similarity queries. 150x faster vector search. Full Claude Desktop support via Model Co","2025-10-25T18:25:45.583Z",176,1603591,7,5,"agentdb;vector-database;ai-agents;memory;causal-reasoning;reflexion;episodic-memory;skill-library;lifelong-learning;explainable-ai;provenance;hnsw;embeddings;sqlite;sql.js;wasm","https://agentdb.ruv.io","https://github.com/ruvnet/agentic-flow","MIT","enriched",1,104,1,36770,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":\""./dist/index.js\"",\""./cli\"":\""./dist/cli/agentdb-cli.js\"",\""./controllers\"":\""./dist/controllers/index.js\"",\""./controllers/CausalMemoryGraph\"":\""./dist/controllers/CausalMemoryGraph.js\"",\""./controllers/CausalRecall\"":\""./dist/controllers/CausalRecall.js\"",\""./controllers/ExplainableRecall\"":\""./dist/controllers/ExplainableRecall.js\"",\""./controllers/NightlyLearner\"":\""./dist/controllers/NightlyLearner.js\"",\""./controllers/ReflexionMemory\"":\""./dist/controllers/ReflexionMemory.js\"",\""./controllers/SkillLibrary\"":\""./dist/controllers/SkillLibrary.js\"",\""./controllers/EmbeddingService\"":\""./dist/controllers/EmbeddingService.js\"",\""./controllers/WASMVectorSearch\"":\""./dist/controllers/WASMVectorSearch.js\"",\""./controllers/EnhancedEmbeddingService\"":\""./dist/controllers/EnhancedEmbeddingService.js\"",\""./controllers/MMRDiversityRanker\"":\""./dist/controllers/MMRDiversityRanker.js\"",\""./controllers/ContextSynthesizer\"":\""./dist/controllers/ContextSynthesizer.js\"",\""./controllers/MetadataFilter\"":\""./dist/controllers/MetadataFilter.js\"",\""./controllers/QUICServer\"":\""./dist/controllers/QUICServer.js\"",\""./controllers/QUICClient\"":\""./dist/controllers/QUICClient.js\"",\""./controllers/SyncCoordinator\"":\""./dist/controllers/SyncCoordinator.js\"",\""./controllers/HNSWIndex\"":\""./dist/controllers/HNSWIndex.js\""}""}",true,"TypeScript","dfc73af0-d72b-433d-a291-3bcf978b29da"
"agentic","0.0.2","```bash npm install agentic ```","2023-04-29T20:59:09.426Z",3,2517,1,0,"","https://github.com/woop/agentic#readme","https://github.com/woop/agentic","ISC","enriched",1,2,1,75,"{""main"":""index.js""}",false,"","abe6bfab-3a1f-49ac-8574-993f8cffacbc"
"agentic-flow","1.10.2","Production-ready AI agent orchestration platform with 66 specialized agents, 213 MCP tools, ReasoningBank learning memory, and autonomous multi-agent swarms. Built by @ruvnet with Claude Agent SDK, neural networks, memory persistence, GitHub integration, ","2025-11-10T18:37:19.960Z",1157,8948127,17,6,"ai;ai-agents;ai-orchestration;agentic;agents;agent-swarm;anthropic;anthropic-claude;automation;autonomous-agents;byzantine-consensus;claude;claude-agent-sdk;claude-code;reasoning-memory;reasoningbank;agent-learning;memory-system;consensus-protocols;coordination;crdt;devops;distributed-systems;docker;fastmcp;flow-nexus;github;github-integration;goal-planning;goap;hive-mind;huggingface;llm;llm-orchestration;machine-learning;mcp;mcp-server;mcp-tools;memory-persistence;mesh-network;multi-agent;multi-agent-systems;neural-networks;onnx;onnxruntime;orchestration;pagerank;parallel-processing;raft;ruv;ruvnet;sparc;sublinear-algorithms;swarm;swarm-intelligence;task-orchestration;typescript;workflow;workflow-automation","https://github.com/ruvnet/agentic-flow#readme","https://github.com/ruvnet/agentic-flow","MIT","enriched",1,348,493,63473,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":\""./dist/index.js\"",\""./reasoningbank\"":{\""node\"":\""./dist/reasoningbank/index.js\"",\""browser\"":\""./dist/reasoningbank/wasm-adapter.js\"",\""default\"":\""./dist/reasoningbank/index.js\""},\""./reasoningbank/backend-selector\"":\""./dist/reasoningbank/backend-selector.js\"",\""./reasoningbank/wasm-adapter\"":\""./dist/reasoningbank/wasm-adapter.js\"",\""./router\"":\""./dist/router/index.js\"",\""./agent-booster\"":\""./dist/agent-booster/index.js\"",\""./transport/quic\"":\""./dist/transport/quic.js\""}""}",true,"TypeScript;Express","41dcb33f-04bb-4388-b570-5ac8a41d4398"
"agentic-qe","2.2.0","Agentic Quality Engineering Fleet System - AI-driven quality management platform with 41 QE skills, learning, pattern reuse, ML-based flaky detection, Multi-Model Router (70-81% cost savings), streaming progress updates, 84 MCP tools with lazy loading (87","2025-12-06T17:56:53.322Z",2580,15910405,43,35,"quality-engineering;testing;automation;ai-agents;distributed-systems;swarm-intelligence;typescript-hooks;native-hooks;lifecycle-management;mcp-integration;agent-coordination;machine-learning;reinforcement-learning;pattern-matching;flaky-test-detection;continuous-improvement;cost-optimization;test-generation;coverage-analysis","https://github.com/proffesor-for-testing/agentic-qe#readme","https://github.com/proffesor-for-testing/agentic-qe","MIT","enriched",1,1132,307,269592,"{""main"":""dist/cli/index.js"",""types"":""dist/cli/index.d.ts""}",true,"TypeScript;React;Express","86df91c8-b0be-4465-a3a5-bfb81087e600"
"agentlang","0.6.8","The easiest way to build the most reliable AI agents - enterprise-grade teams of AI agents that collaborate with each other and humans","2025-12-05T20:17:12.669Z",296,9351803,31,25,"agentlang;agents-generation;ai-agents;enterprise;multi-agent;no-code;agent-teams;production-ready","https://github.com/agentlang-ai/agentlang#readme","https://github.com/agentlang-ai/agentlang","Sustainable Use License","enriched",1,175,1,139777,"{""main"":""./out/extension/main.cjs"",""types"":""./out/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./out/index.d.ts\"",\""import\"":\""./out/extension/main.cjs\"",\""require\"":\""./out/extension/main.cjs\""},\""./browser\"":{\""types\"":\""./out/browser.d.ts\"",\""import\"":\""./out/browser.js\"",\""default\"":\""./out/browser.js\""},\""./src/*\"":{\""types\"":\""./out/*.d.ts\"",\""import\"":\""./out/*.js\"",\""require\"":\""./out/*.js\"",\""default\"":\""./out/*.js\""},\""./out/*\"":\""./out/*\""}""}",true,"TypeScript;Express","a21089ee-8cce-4891-bd92-29071caa483e"
"agentlangcli","0.6.5","A command-line interface tool for Agentlang","2025-12-02T18:00:39.429Z",17,258428,19,11,"agentlang;cli;agent;programming-language;api-generation;openapi;swagger;documentation","https://github.com/agentlang/agentlang-cli#readme","https://github.com/agentlang/agentlang-cli","Sustainable Use License","enriched",1,8,1,5257,"{""main"":""out/main.js""}",false,"TypeScript","7264ba86-c4b2-49d5-b716-d6e3f39004ef"
"agor-live","0.9.2","Multiplayer canvas for orchestrating AI coding sessions","2025-12-06T21:59:40.316Z",1308,29055145,46,0,"ai;claude;codex;gemini;multiplayer;collaboration;git;workflow","https://agor.live","https://github.com/preset-io/agor","BUSL-1.1","enriched",1,791,3,733685,"{}",true,"TypeScript;Express","dc36a85d-4a89-4982-86d1-988898f20cf0"
"ai-cr","","","",0,0,"","","","","","","indexed",1,0,0,0,"","","","cd9583c2-53b3-4927-951c-9bd413143968"
"ai-stack-init","1.0.0","AI Agent Project Assistant - Automatically generate context-aware instructions and guidelines for AI coding assistants","2025-10-21T15:00:58.992Z",69,286186,12,12,"ai;agent;copilot;cursor;ai-assistant;code-analysis;project-setup;best-practices;documentation;cli","https://github.com/ahmadgill7/ai-stack-init#readme","https://github.com/ahmadgill7/ai-stack-init","MIT","enriched",1,32,7,5392,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","52aa22fe-e131-4229-b82c-8ea466abef27"
"aiagentmarket","3.0.36","AI Agent Market - 100 Slot AI Agent Orchestration System with Portal Integration","2025-12-05T00:14:42.183Z",4295,65441252,8,4,"ai;claude;mcp;agents;orchestration;knowledge-injection;marketplace;ai-agents","https://github.com/aiagentmarket/aiagentmarket#readme","https://github.com/aiagentmarket/aiagentmarket","MIT","enriched",1,2995,248,1686553,"{""main"":""lib/mcp-server/dist/index.js"",""types"":""./lib/mcp-server/dist/index.d.ts""}",true,"TypeScript","8e9fe3a4-635e-4ec8-9c05-4a10e127db15"
"alscan-js","0.5.3","An access log scanner.","2025-08-27T09:00:45.614Z",256,84151964,10,1,"","https://samplx.org/alscan/","https://github.com/samplx/alscan-js","Apache-2.0","enriched",1,40,1,21725,"{""main"":""./bin/alscan-cli.js""}",false,"TypeScript","7b73a247-a050-4d17-affe-8e6604da1c77"
"analysis","0.4.2","Isomorphic Statistical Analysis using Javascript","2022-01-27T01:34:01.696Z",143,178252,0,3,"","","","MIT","enriched",1,96,1,4962,"{""main"":""src/index.js""}",true,"TypeScript","7226dd9c-8584-47e5-b85e-92bb23ba8b00"
"anthropic","0.0.0","No description available.","2025-11-18T15:42:47.447Z",0,0,0,0,"","","","MIT","enriched",1,1,0,3,"{""main"":""index.js""}",false,"","7cedcaff-5969-4acf-bdc6-b82590e37e4b"
